,device_id,date_hour,bytes_up,bytes_down,log_bytes_up,log_bytes_down,date_hour_filtered,q4_device,q4_stat,q4_field,q4_stat_down_value,q4_stat_up_value
60696,91518434.0,2021-10-31 15:00:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60697,91518434.0,2021-10-31 15:02:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60698,91518434.0,2021-10-31 15:03:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60699,91518434.0,2021-10-31 15:04:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60700,91518434.0,2021-10-31 15:05:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60701,91518434.0,2021-10-31 15:06:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60702,91518434.0,2021-10-31 15:07:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60703,91518434.0,2021-10-31 15:08:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60704,91518434.0,2021-10-31 15:09:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60705,91518434.0,2021-10-31 15:10:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60706,91518434.0,2021-10-31 15:11:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60707,91518434.0,2021-10-31 15:13:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60708,91518434.0,2021-10-31 15:14:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60709,91518434.0,2021-10-31 15:15:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60710,91518434.0,2021-10-31 15:16:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60711,91518434.0,2021-10-31 15:17:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60712,91518434.0,2021-10-31 15:18:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60713,91518434.0,2021-10-31 15:19:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60714,91518434.0,2021-10-31 15:20:00,8.131147540983608,82.62295081967213,0.960525360162962,1.92232548852042,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60715,91518434.0,2021-10-31 15:21:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60716,91518434.0,2021-10-31 15:22:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60717,91518434.0,2021-10-31 15:23:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60718,91518434.0,2021-10-31 15:24:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60719,91518434.0,2021-10-31 15:25:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60720,91518434.0,2021-10-31 15:26:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60721,91518434.0,2021-10-31 15:27:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60722,91518434.0,2021-10-31 15:28:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60723,91518434.0,2021-10-31 15:29:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60724,91518434.0,2021-10-31 15:30:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60725,91518434.0,2021-10-31 15:31:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60726,91518434.0,2021-10-31 15:32:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
60727,91518434.0,2021-10-31 15:33:00,0.0,0.0,0.0,0.0,2021-10-31 15:00:00,Smart-TV,median,log_bytes_down,5.277844593882993,3.972804322336578
