,device_id,date_hour,bytes_up,bytes_down,log_bytes_up,log_bytes_down,date_hour_filtered,q4_device,q4_stat,q4_field
98544,77888768.0,2021-09-11 18:00:00,5291.016393442624,33152.393442622946,3.72362118086139,4.520527987581806,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98545,77888768.0,2021-09-11 18:01:00,913.967213114754,200.2622950819672,2.96140553186048,2.3037624208319523,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98546,77888768.0,2021-09-11 18:02:00,3730.7936507936506,63353.75,3.5719176214626507,4.801779181515506,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98547,77888768.0,2021-09-11 18:03:00,932.5901639344264,267.672131147541,2.9701562674465842,2.4292226202234777,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98548,77888768.0,2021-09-11 18:04:00,3541.206349206349,24344.129032258068,3.5492738571678157,4.386412080703608,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98549,77888768.0,2021-09-11 18:05:00,898.7540983606558,237.6393442622951,2.9541238335315216,2.377742046993052,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98550,77888768.0,2021-09-11 18:06:00,2633.049180327869,54882.88524590164,3.420623879413015,4.739444847617261,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98551,77888768.0,2021-09-11 18:07:00,686.0645161290323,254.83870967741936,2.8369975197135293,2.407966256043381,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98552,77888768.0,2021-09-11 18:08:00,1533.333333333333,8872.0,3.185919720174312,3.948070481518941,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98553,77888768.0,2021-09-11 18:09:00,2755.934426229508,552.9180327868852,3.44042643652095,2.7434455038221817,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98554,77888768.0,2021-09-11 18:10:00,1993.142857142857,23994.580645161288,3.299756267238673,4.380131263455289,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98555,77888768.0,2021-09-11 18:11:00,906.8852459016392,237.4193548387097,2.958030958409639,2.377341508444264,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98556,77888768.0,2021-09-11 18:12:00,2941.1612903225805,36171.74193548386,3.46866647722123,4.558381430031096,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98557,77888768.0,2021-09-11 18:13:00,945.4426229508196,307.27868852459017,2.976094290469746,2.488943502747651,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98558,77888768.0,2021-09-11 18:14:00,4595.866666666667,41041.86666666667,3.662461907106694,4.613237686753751,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98559,77888768.0,2021-09-11 18:15:00,918.1639344262296,244.1290322580645,2.9633929754420216,2.3893947506759377,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98560,77888768.0,2021-09-11 18:16:00,2759.238095238096,47297.015873015866,3.4409465454667423,4.674842922693959,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98561,77888768.0,2021-09-11 18:17:00,1600.645161290323,604.0,3.204566306028515,2.781755374652469,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98562,77888768.0,2021-09-11 18:18:00,1869.161290322581,18244.59016393443,3.2718790634757524,4.261157915428534,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98563,77888768.0,2021-09-11 18:19:00,2869.677419354838,587.4285714285714,3.4579843931704284,2.7696937519421607,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98564,77888768.0,2021-09-11 18:20:00,2119.0967741935488,28278.322580645166,3.3263556852396077,4.451469001906636,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98565,77888768.0,2021-09-11 18:21:00,697.311475409836,250.8852459016393,2.844049178896552,2.40120272958163,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98566,77888768.0,2021-09-11 18:22:00,1742.7096774193549,41043.93442622951,3.2414741778496463,4.613259566169603,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98567,77888768.0,2021-09-11 18:23:00,943.8709677419356,259.27868852459017,2.9753725049920297,2.4154386097724045,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98568,77888768.0,2021-09-11 18:24:00,3967.344262295082,56590.95081967213,3.5986093410853885,4.752754665054181,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98569,77888768.0,2021-09-11 18:25:00,880.1311475409835,168.91803278688525,2.9450405536043753,2.2302394714191127,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98570,77888768.0,2021-09-11 18:26:00,1597.5081967213116,20212.3870967742,3.2037148675590412,4.305639093039624,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98571,77888768.0,2021-09-11 18:27:00,882.7096774193549,237.4193548387097,2.946309610936456,2.377341508444264,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98572,77888768.0,2021-09-11 18:29:00,1973.415384615385,35591.261538461535,3.2954385263824917,4.551355584027169,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98573,77888768.0,2021-09-11 18:30:00,2842.622950819672,614.8196721311475,3.453872010751767,2.7894535581650093,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98574,77888768.0,2021-09-11 18:33:00,2285.068062827225,38206.905263157896,3.3590891564486984,4.582153228277547,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98575,77888768.0,2021-09-11 18:34:00,3054.55737704918,670.5573770491802,3.4850904432847396,2.8270831241846475,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98576,77888768.0,2021-09-11 18:35:00,3604.4,50451.409836065584,3.5569534543968824,4.702881914943801,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98577,77888768.0,2021-09-11 18:36:00,912.516129032258,271.0967741935484,2.9607162196555734,2.4347233930908714,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98578,77888768.0,2021-09-11 18:37:00,1972.2580645161293,33681.96721311475,3.295183886400853,4.527410342552102,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98579,77888768.0,2021-09-11 18:38:00,920.3870967741937,262.96774193548384,2.9644421260423344,2.421550857341824,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98580,77888768.0,2021-09-11 18:39:00,4408.266666666666,57710.032786885255,3.644366365181436,4.761258846438827,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98581,77888768.0,2021-09-11 18:40:00,663.0819672131148,220.45901639344265,2.822221687367037,2.3452933666718283,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98582,77888768.0,2021-09-11 18:41:00,2867.8032786885246,44009.967213114745,3.4577007685634507,4.643560913000637,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98583,77888768.0,2021-09-11 18:42:00,671.483870967742,230.9508196721312,2.8276818725648405,2.3653959115754275,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98584,77888768.0,2021-09-11 18:43:00,3431.475409836065,60342.426229508186,3.5356074346456436,4.7806299652742545,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98585,77888768.0,2021-09-11 18:44:00,2972.0,572.7213114754097,3.473194909204938,2.7587009825027438,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98586,77888768.0,2021-09-11 18:45:00,2348.516129032258,28020.983606557376,3.37097843072763,4.44749887466463,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98587,77888768.0,2021-09-11 18:46:00,877.6774193548387,233.9354838709677,2.9438294658509045,2.3709486161199975,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98588,77888768.0,2021-09-11 18:47:00,4027.333333333334,57898.49180327869,3.605125400024007,4.762674751844873,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98589,77888768.0,2021-09-11 18:48:00,919.6065573770492,294.68852459016387,2.9640740639997607,2.4708344702688474,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98590,77888768.0,2021-09-11 18:49:00,5260.196721311476,45844.590163934416,3.721084540797877,4.66129756771432,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98591,77888768.0,2021-09-11 18:50:00,671.483870967742,215.6065573770492,2.8276818725648405,2.3356715999788733,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98592,77888768.0,2021-09-11 18:51:00,2062.2950819672133,47368.3870967742,3.3145613430026115,4.675497765513033,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98593,77888768.0,2021-09-11 18:52:00,660.3870967741935,238.1639344262295,2.820455717861583,2.3786956892770728,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98594,77888768.0,2021-09-11 18:53:00,4148.065573770492,69940.59016393442,3.617950298676078,4.844735502030581,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98595,77888768.0,2021-09-11 18:54:00,3037.4666666666667,571.4098360655737,3.482654476305472,2.7577070878974874,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98596,77888768.0,2021-09-11 18:55:00,1661.2459016393443,41076.72131147541,3.2206952708473047,4.613606344143835,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98597,77888768.0,2021-09-11 18:56:00,869.6774193548387,227.2786885245901,2.939857281364579,2.3584653688349992,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98598,77888768.0,2021-09-11 18:57:00,3037.901639344262,60587.93442622951,3.4827166434227075,4.782393314654016,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98599,77888768.0,2021-09-11 18:58:00,903.344262295082,265.04918032786884,2.956333787503895,2.4249619252429553,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
98600,77888768.0,2021-09-11 18:59:00,4792.7868852459005,45478.55737704918,3.6806787229352214,4.65781622933055,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
213882,15372847.0,2021-09-11 18:01:00,576.7868852459018,149.63934426229508,2.7617676798931265,2.177938416515468,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
213883,15372847.0,2021-09-11 18:02:00,1782.5573770491806,41202.62295081967,3.251287085154624,4.614935404343159,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
213884,15372847.0,2021-09-11 18:03:00,578.1333333333333,154.4516129032258,2.7627785624573056,2.191595232466936,2021-09-11 18:00:00,Chromecast,median,log_bytes_down
